year	score	code	name	req	row
2024	524	C12806	众湖北经济学院第06组	不限	C12806 | 众湖北经济学院第06组 | 不限 | 524 | 207 | 108 | 113 | 53 | 77 | 74 | 2
2024	524	K48102	西安文理学院第02组	化	K48102 | 西安文理学院第02组 | 化 | 524 | 195 | 98 | 108 | 63 | 80 | 78 | 5
2024	525	K17702	四川警察学院第02组	不限	K17702 | 四川警察学院第02组 | 不限 | 525 | 184 | 98 | 113 | 76 | 77 | 75 | 7
2024	526	C12511	武汉轻工大学第11组	化	C12511 | 武汉轻工大学第11组 | 化 | 526 | 211 | 109 | 72 | H79 | 83 | 81 | 4 | 地方专项计划
2024	526	C10108	湖北警官学院第08组	不限	C10108 | 湖北警官学院第08组 | 不限 | 526 | 办192 | 115 | 【116 | 60 | 80 | 78 | 4
2024	527	C12510	武汉轻工大学第10组	化	C12510 | 武汉轻工大学第10组 | 化 | 527 | 193 | 公108 | 91 | 74 | B83 | 76 | 3 | 国家专项计划
2024	527	C12812	湖北经济学院第12组	化	C12812 | 湖北经济学院第12组 | 化 | 527 | 213 | 108 | 104 | 66 | 75 | 69 | 4
2024	527	C12813	湖北经济学院第13组	化	C12813 | 湖北经济学院第13组 | 化 | 527 | 195 | 98 | 100 | 75 | 83 | 74 | 4 | 国家专项计划
2024	527	K46504	西安建筑科技大学第04组	化	K46504 | 西安建筑科技大学第04组 | 化 | 527 | 182 | 103 | 122 | 72 | 84 | 67 | 4 | 】
2024	528	C13709	湖北第二师范学院第09组	不限	C13709 | 湖北第二师范学院第09组 | 不限 | 528 | 207 | 114 | 112 | 53 | 84 | 72 | 1
2024	528	C12814	湖北经济学院第14组	化	C12814 | 湖北经济学院第14组 | 化 | 528 | 201 | 107 | 109 | 58 | 82 | 68 | 2 | 地方专项计划
2024	529	K17904	微成都师范学院第04组	不限	K17904 | 微成都师范学院第04组 | 不限 | 529 | 207 | 111 | 104 | 62 | 84 | 72 | 9
2024	529	K15902	成都中医药大学第02组	不限	K15902 | 成都中医药大学第02组 | 不限 | 529 | 212 | 114 | 89 | 53 | 89 | 86 | 1
2024	529	K15906	成都中医药大学第06组	化	K15906 | 成都中医药大学第06组 | 化 | 529 | 194 | 102 | 120 | 50 | 87 | 78 | 3
2024	529	C12508	武汉轻工大学第08组	化	C12508 | 武汉轻工大学第08组 | 化 | 529 | 210 | 111 | 108 | 72 | 74 | Z65 | 7
2024	530	C13309	北【湖北师范大学第09组	地	C13309 | 北【湖北师范大学第09组 | 地 | 530 | 203 | 106 | 93 | 63 | 89 | 82 | 4
2024	530	C13719	湖北第二师范学院第19组	政	C13719 | 湖北第二师范学院第19组 | 政 | 530 | 193 | 111 | 99 | 65 | 83 | 80 | 7
2024	531	C13305	教湖北师范大学第05组	不限	C13305 | 教湖北师范大学第05组 | 不限 | 531 | 186 | 115 | 121 | 58 | 84 | 82 | 5
2024	532	K17302	北【成都工业学院第02组	化	K17302 | 北【成都工业学院第02组 | 化 | 532 | 199 | 106 | 82 | 78 | 88 | 85 | 9
2024	532	C13206	湖北中医药大学第06组	化	C13206 | 湖北中医药大学第06组 | 化 | 532 | 193 | 】105 | 117 | 58 | 87 | 77 | 1
2024	534	F00801	北京农学院第01组	化	F00801 | 北京农学院第01组 | 化 | 534 | 199 | 113 | 121 | 60 | 78 | 76 | 10
2024	534	K15403	教四川轻化工大学第03组	化	K15403 | 教四川轻化工大学第03组 | 化 | 534 | 185 | 97 | 121 | 62 | 84 | 72 | 2
2024	534	C11706	武汉纺织大学第06组	化	C11706 | 武汉纺织大学第06组 | 化 | 534 | 201 | 102 | 98 | 74 | 89 | 72 | 12
2024	534	K48805	西安医学院第05组	生	K48805 | 西安医学院第05组 | 生 | 534 | 211 | 106 | 90 | 69 | 89 | 75 | 3 | 护理类
2024	536	K17903	成都师范学院第03组	不限	K17903 | 成都师范学院第03组 | 不限 | 536 | 187 | 110 | 104 | 75 | 88 | 82 | 3
2024	537	C12807	湖北经济学院第07组	不限	C12807 | 湖北经济学院第07组 | 不限 | 537 | 201 | 105 | 84 | 70 | 91 | 91 | 2
2024	537	K48503	西安财经大学第03组	不限	K48503 | 西安财经大学第03组 | 不限 | 537 | 185 | 95 | 108 | 74 | 86 | 84 | 9
2024	538	C10907	信武汉工程大学第07组	化	C10907 | 信武汉工程大学第07组 | 化 | 538 | 209 | 113 | 112 | 60 | 84 | 73 | 2
2024	538	F00503	北京印刷学院第03组	化	F00503 | 北京印刷学院第03组 | 化 | 538 | 206 | 110 | 103 | 73 | 84 | 72 | 1
2024	538	C11708	武汉纺织大学第08组	化	C11708 | 武汉纺织大学第08组 | 化 | 538 | 189 | 99 | 136 | 54 | 85 | 74 | 7 | 地方专项计划
2024	539	C10909	微武汉工程大学第09组	化	C10909 | 微武汉工程大学第09组 | 化 | 539 | 216 | 116 | 86 | 60 | 90 | 87 | 4 | 地方专项计划
2024	540	K17301	成都工业学院第01组	化	K17301 | 成都工业学院第01组 | 化 | 540 | 204 | 110 | 105 | 75 | 82 | 74 | 1
2024	540	K07413	教四川外国语大学第13组	不限	K07413 | 教四川外国语大学第13组 | 不限 | 540 | 183 | 94 | 107 | 76 | 87 | 87 | 4
2024	540	C10319	湖北大学第19组	化	C10319 | 湖北大学第19组 | 化 | 540 | 208 | 108 | 124 | 59 | 80 | 69 | 10
2024	540	K47001	陕西中医药大学第01组	厅化	K47001 | 陕西中医药大学第01组 | 厅化 | 540 | 192 | 96 | 101 | 74 | 88 | 85 | 3
2025	450	C23003	湖北工程学院新技术学院第03组	化	C23003 | 湖北工程学院新技术学院第03组 | 化 | 450 | 188 | 100 | 97 | 51 | 57 | 57 | 11
2025	450	C23702	湖北师范大学文理学院第02组	个限	C23702 | 湖北师范大学文理学院第02组 | 个限 | 450 | 198 | 111 | 70 | 40 | 72 | 70 | 11
2025	450	K52102	西安外事学院第02组	化	K52102 | 西安外事学院第02组 | 化 | 450 | 170 | 109 | 103 | 39 | 65 | 63 | 21
2025	451	C23805	武汉生物工程学院第05组	生	C23805 | 武汉生物工程学院第05组 | 生 | 451 | 170 | 86 | 106 | 30 | 79 | 66 | 3
2025	452	K15121	成都理工大学第21组	地	K15121 | 成都理工大学第21组 | 地 | 452 | 176 | 91 | 83 | 52 | 77 | 64 | 12
2025	452	C21705	武汉工商学院第05组	化	C21705 | 武汉工商学院第05组 | 化 | 452 | 167 | 98 | 92 | 38 | 82 | 73
2025	452	C22702	湖北医药学院药护学院第02组	不限	C22702 | 湖北医药学院药护学院第02组 | 不限 | 452 | 196 | 108 | 37 | 60 | 82 | 77 | 6
2025	454	F26004	北京中医药大学东方学院第04组	化	F26004 | 北京中医药大学东方学院第04组 | 化 | 454 | 168 | 92 | 89 | 39 | 75 | 73 | 3
2025	454	C22304	武汉文理学院第04组	不限	C22304 | 武汉文理学院第04组 | 不限 | 454 | 183 | 114 | 93 | 36 | 74 | 68 | 11
2025	454	C23002	湖北工程学院新技术学院第02组	不限	C23002 | 湖北工程学院新技术学院第02组 | 不限 | 454 | 169 | 90 | 84 | 46 | 78 | 77
2025	454	C22902	湖北文理学院理工学院第02组	不限	C22902 | 湖北文理学院理工学院第02组 | 不限 | 454 | 170 | 85 | 87 | 48 | 81 | 68 | 19
2025	455	F05702	北京金融科技学院第02组	不限	F05702 | 北京金融科技学院第02组 | 不限 | 455 | 177 | 94 | 108 | 39 | 69 | 62 | 28
2025	455	C22307	武汉文理学院第07组	生	C22307 | 武汉文理学院第07组 | 生 | 455 | 191 | 103 | 93 | 44 | 69 | 58 | 护理类
2025	455	C23103	湖北经济学院法商学院第03组	化	C23103 | 湖北经济学院法商学院第03组 | 化 | 455 | 176 | 91 | 78 | 47 | 79 | 75 | 5
2025	456	C21703	武汉工商学院第03组	不限	C21703 | 武汉工商学院第03组 | 不限 | 456 | 181 | 98 | 99 | 40 | 70 | 66
2025	456	K54102	西安科技大学高新学院第02组	化	K54102 | 西安科技大学高新学院第02组 | 化 | 456 | 184 | 102 | 53 | 52 | 86 | 81
2025	457	C20102	武汉东湖学院第02组	不限	C20102 | 武汉东湖学院第02组 | 不限 | 457 | 200 | 109 | 83 | 41 | 68 | 65 | 2
2025	457	C20103	武汉东湖学院第03组	化	C20103 | 武汉东湖学院第03组 | 化 | 457 | 178 | 93 | 68 | 42 | 87 | 82 | 19
2025	458	C20104	武汉东湖学院第04组	化	C20104 | 武汉东湖学院第04组 | 化 | 458 | 152 | 77 | 96 | 54 | 81 | 75
2025	458	C20804	武汉学院第04组	化	C20804 | 武汉学院第04组 | 化 | 458 | 175 | 93 | 109 | 38 | 69 | 67 | 9
2025	458	K51903	西安培华学院第03组	化	K51903 | 西安培华学院第03组 | 化 | 458 | 169 | 90 | 78 | 62 | 75 | 74 | 11
2025	458	K52404	西安思源学院第04组	生	K52404 | 西安思源学院第04组 | 生 | 458 | 173 | 105 | 111 | 30 | 75 | 69 | 25 | 护理类
2025	460	F05402	北京城市学院第02组	化	F05402 | 北京城市学院第02组 | 化 | 460 | 174 | 93 | 90 | 44 | 76 | 66 | 10
2025	461	K22102	四川大学锦江学院第02组	不限	K22102 | 四川大学锦江学院第02组 | 不限 | 461 | 176 | 88 | 113 | 26 | 76 | 70 | 24
2025	461	C23302	湖北工业大学工程技术学院第02组	不限	C23302 | 湖北工业大学工程技术学院第02组 | 不限 | 461 | 188 | 97 | 90 | 38 | 75 | 70
2025	462	F14403	北京科技大学天津学院第03组	化	F14403 | 北京科技大学天津学院第03组 | 化 | 462 | 183 | 92 | 106 | 44 | 66 | 63 | 44
2025	462	K21603	四川工商学院第03组	化	K21603 | 四川工商学院第03组 | 化 | 462 | 202 | 106 | 47 | 63 | 79 | 71
2025	462	C21602	湖北大学知行学院第02组	个限	C21602 | 湖北大学知行学院第02组 | 个限 | 462 | 197 | 105 | 81 | 48 | 68 | 68 | 2
2025	462	C21604	湖北大学知行学院第04组	化	C21604 | 湖北大学知行学院第04组 | 化 | 462 | 191 | 96 | 66 | 49 | 79 | 77 | 13
2025	462	C23303	湖北工业大学工程技术学院第03组	化	C23303 | 湖北工业大学工程技术学院第03组 | 化 | 462 | 181 | 98 | 75 | 56 | 84 | 66
2025	464	F00802	北京农学院第02组	化	F00802 | 北京农学院第02组 | 化 | 464 | 178 | 96 | 88 | 54 | 75 | 69
2025	464	C20805	武汉学院第05组	化	C20805 | 武汉学院第05组 | 化 | 464 | 193 | 99 | 70 | 57 | 82 | 62 | 32
2025	464	C23206	湖北恩施学院第06组	化	C23206 | 湖北恩施学院第06组 | 化 | 464 | 188 | 96 | 87 | 32 | 77 | 70 | 5
2025	465	K17502	四川旅游学院第02组	化	K17502 | 四川旅游学院第02组 | 化 | 465 | 189 | 99 | 65 | 43 | 81 | 77 | 12
2025	466	F26003	北京中医药大学东方学院第03组	不限	F26003 | 北京中医药大学东方学院第03组 | 不限 | 466 | 192 | 97 | 90 | 39 | 85 | 60 | 16
2025	466	K21801	四川工业科技学院第01组	化	K21801 | 四川工业科技学院第01组 | 化 | 466 | 183 | 98 | 74 | 55 | 87 | 67 | 11
2025	466	K20902	成都东软学院第02组	化	K20902 | 成都东软学院第02组 | 化 | 466 | 182 | 93 | 79 | 58 | 81 | 66 | 13
2025	468	F26005	北京中医药大学东方学院第05组	生	F26005 | 北京中医药大学东方学院第05组 | 生 | 468 | 186 | 96 | 85 | 49 | 75 | 73 | 护理类
2025	468	K21202	成都理工大学工程技术学院第02组	化	K21202 | 成都理工大学工程技术学院第02组 | 化 | 468 | 186 | 102 | 91 | 58 | 68 | 65 | 22
2025	468	K52701	西安交通工程学院第01组	化	K52701 | 西安交通工程学院第01组 | 化 | 468 | 193 | 103 | 36 | 65 | 92 | 82 | 8
2025	469	C20803	武汉学院第03组	不限	C20803 | 武汉学院第03组 | 不限 | 469 | 197 | 100 | 72 | 55 | 76 | 69 | 14
2025	472	K21902	成都锦城学院第02组	不限	K21902 | 成都锦城学院第02组 | 不限 | 472 | 192 | 99 | 79 | 47 | 80 | 74 | 11
2025	473	K22103	四川大学锦江学院第03组	化	K22103 | 四川大学锦江学院第03组 | 化 | 473 | 193 | 98 | 99 | 52 | 67 | 62 | 14
2025	473	C12706	湖北工程学院第06组	不限	C12706 | 湖北工程学院第06组 | 不限 | 473 | 186 | 94 | 98 | 38 | 81 | 70 | 24
2025	473	C12923	湖北民族大学第23组	化	C12923 | 湖北民族大学第23组 | 化 | 473 | 186 | 96 | 79 | 46 | 82 | 80 | 8
2025	473	C12815	湖北经济学院第15组	不限	C12815 | 湖北经济学院第15组 | 不限 | 473 | 199 | 101 | 83 | 33 | 80 | 78 | 10
2025	474	C23207	湖北恩施学院第07组	化	C23207 | 湖北恩施学院第07组 | 化 | 474 | 196 | 110 | 103 | 40 | 76 | 59
2025	474	K54001	西安理工大学高科学院第01组	化	K54001 | 西安理工大学高科学院第01组 | 化 | 474 | 184 | 101 | 91 | 51 | 76 | 72 | 18
2025	475	K21602	四川工商学院第02组	不限	K21602 | 四川工商学院第02组 | 不限 | 475 | 205 | 105 | 56 | 50 | 89 | 75
2025	475	K21903	成都锦城学院第03组	化	K21903 | 成都锦城学院第03组 | 化 | 475 | 175 | 92 | 116 | 43 | 75 | 66 | 15
2025	476	C11507	湖北医药学院第07组	化	C11507 | 湖北医药学院第07组 | 化 | 476 | 202 | 106 | 94 | 43 | 73 | 64 | 护理类
2025	476	C11613	湖北科技学院第13组	化	C11613 | 湖北科技学院第13组 | 化 | 476 | 190 | 118 | 102 | 46 | 70 | 58
2025	477	F14402	北京科技大学天津学院第02组	不限	F14402 | 北京科技大学天津学院第02组 | 不限 | 477 | 193 | 98 | 96 | 57 | 74 | 57 | 19
2025	477	C11508	湖北医药学院第08组	化	C11508 | 湖北医药学院第08组 | 化 | 477 | 182 | 94 | 86 | 62 | 75 | 72 | 13 | 地方专项计划
2025	478	C13814	湖北理工学院第14组	化	C13814 | 湖北理工学院第14组 | 化 | 478 | 180 | 100 | 111 | 40 | 75 | 72 | 2
2025	478	C13817	湖北理工学院第17组	化	C13817 | 湖北理工学院第17组 | 化 | 478 | 176 | 108 | 126 | 43 | 70 | 63 | 10
2025	478	K52801	西安交通大学城市学院第01组	化	K52801 | 西安交通大学城市学院第01组 | 化 | 478 | 178 | 99 | 92 | 54 | 82 | 72 | 4
2025	478	K48902	陕西学前师范学院第02组	不限	K48902 | 陕西学前师范学院第02组 | 不限 | 478 | 185 | 98 | 103 | 44 | 74 | 72 | 5
2025	479	C12905	湖北民族大学第05组	不限	C12905 | 湖北民族大学第05组 | 不限 | 479 | 209 | 115 | 77 | 49 | 68 | 66 | 8 | 少数民族预料班
2025	479	C12919	湖北民族大学第19组	化	C12919 | 湖北民族大学第19组 | 化 | 479 | 166 | 106 | 112 | 45 | T7 | 69 | 民族班
2025	479	K21103	电子科技大学成都学院第03组	化	K21103 | 电子科技大学成都学院第03组 | 化 | 479 | 201 | 103 | 64 | 59 | 79 | 76 | 2
2025	480	C12707	湖北工程学院第07组	化	C12707 | 湖北工程学院第07组 | 化 | 480 | 190 | 97 | 85 | 58 | 74 | 73 | 6 | 地方专项计划
2025	480	C12906	湖北民族大学第06组	化	C12906 | 湖北民族大学第06组 | 化 | 480 | 201 | 104 | 88 | 40 | 81 | 70
2025	480	C13811	湖北理工学院第11组	化	C13811 | 湖北理工学院第11组 | 化 | 480 | 199 | 104 | 100 | 40 | 74 | 67
2025	480	C11611	湖北科技学院第11组	化	C11611 | 湖北科技学院第11组 | 化 | 480 | 192 | 100 | 81 | 61 | 79 | 67 | 13 | 护理类
2025	480	K48903	陕西学前师范学院第03组	化	K48903 | 陕西学前师范学院第03组 | 化 | 480 | 194 | 102 | 111 | 29 | 74 | 72 | 4
2025	481	K16704	四川文理学院第04组	化	K16704 | 四川文理学院第04组 | 化 | 481 | 186 | 101 | 113 | 26 | 82 | 74 | 11
2025	481	C12703	湖北工程学院第03组	不限	C12703 | 湖北工程学院第03组 | 不限 | 481 | 185 | 104 | 96 | 42 | 83 | 75 | 3
2025	481	C13812	湖北理工学院第12组	化	C13812 | 湖北理工学院第12组 | 化 | 481 | 217 | 112 | 59 | 57 | 78 | 70 | 10
2025	482	C15007	武汉商学院第07组	不限	C15007 | 武汉商学院第07组 | 不限 | 482 | 201 | 103 | 105 | 41 | 70 | 65
2025	482	C11503	湖北医药学院第03组	不限	C11503 | 湖北医药学院第03组 | 不限 | 482 | 200 | 105 | 84 | 40 | 86 | 72
2025	482	C11506	湖北医药学院第06组	化	C11506 | 湖北医药学院第06组 | 化 | 482 | 188 | 97 | 101 | 58 | 71 | 64
2025	482	CI2704	湖北工程学院第04组	化	CI2704 | 湖北工程学院第04组 | 化 | 482 | 184 | 98 | 90 | 61 | 84 | 63
2025	482	C13715	湖北第二师范学院第15组	不限	C13715 | 湖北第二师范学院第15组 | 不限 | 482 | 226 | 123 | 78 | 38 | 75 | 65 | 2
2025	482	K21102	电子科技大学成都学院第02组	不限	K21102 | 电子科技大学成都学院第02组 | 不限 | 482 | 182 | 102 | 120 | 46 | 75 | 59 | 1
2025	483	C12922	湖北民族大学第22组	不限	C12922 | 湖北民族大学第22组 | 不限 | 483 | 199 | 100 | 95 | 44 | 79 | 66 | 地方专项计划
2025	483	C12816	湖北经济学院第16组	化	C12816 | 湖北经济学院第16组 | 化 | 483 | 192 | 101 | 94 | 44 | 81 | 72 | 10
2025	484	K22601	四川电影电视学院第01组	个限	K22601 | 四川电影电视学院第01组 | 个限 | 484 | 183 | 100 | 95 | 42 | 86 | 78
2025	484	C13106	湖北汽车工业学院第06组	化	C13106 | 湖北汽车工业学院第06组 | 化 | 484 | 209 | 106 | 50 | 64 | 88 | 73 | 2
2025	484	C13810	湖北理工学院第10组	化	C13810 | 湖北理工学院第10组 | 化 | 484 | 176 | 89 | 98 | 60 | 77 | 73 | 8
2025	484	C11614	湖北科技学院第14组	化	C11614 | 湖北科技学院第14组 | 化 | 484 | 198 | 113 | 56 | 62 | 90 | 78 | 地方专项计划
2025	484	C13602	湖北美术学院第02组	不限	C13602 | 湖北美术学院第02组 | 不限 | 484 | 170 | 85 | 129 | 47 | 72 | 66 | 7
2025	485	C12607	湖北文理学院第07组	不限	C12607 | 湖北文理学院第07组 | 不限 | 485 | 195 | 98 | 86 | 34 | 89 | 81 | 2
2025	485	C12612	湖北文理学院第12组	化	C12612 | 湖北文理学院第12组 | 化 | 485 | 204 | 103 | 87 | 44 | 82 | 68
2025	485	C13805	湖北理工学院第05组	不限	C13805 | 湖北理工学院第05组 | 不限 | 485 | 202 | 103 | 94 | 38 | 82 | 69 | 2
2025	485	C13806	湖北理工学院第06组	化	C13806 | 湖北理工学院第06组 | 化 | 485 | 188 | 95 | 85 | 61 | 79 | 72 | 10
2025	485	C11610	湖北科技学院第10组	化	C11610 | 湖北科技学院第10组 | 化 | 485 | 196 | 109 | 84 | 62 | 73 | 70 | 5
2025	486	K16703	四川文理学院第03组	不限	K16703 | 四川文理学院第03组 | 不限 | 486 | 188 | 112 | 103 | 40 | 82 | 73 | 16
2025	486	C13813	湖北理工学院第13组	化	C13813 | 湖北理工学院第13组 | 化 | 486 | 195 | 98 | 82 | 49 | 81 | 79
2025	487	C13310	湖北师范大学第10组	化	C13310 | 湖北师范大学第10组 | 化 | 487 | 199 | 106 | 106 | 46 | 76 | 60 | 7
2025	487	C13103	湖北汽车工业学院第03组	不限	C13103 | 湖北汽车工业学院第03组 | 不限 | 487 | 203 | 103 | 92 | 50 | 75 | 67 | 3
2025	488	K21302	四川传媒学院第02组	不限	K21302 | 四川传媒学院第02组 | 不限 | 488 | 183 | 100 | 111 | 40 | 86 | 68 | 8
2025	488	C12904	湖北民族大学第04组	不限	C12904 | 湖北民族大学第04组 | 不限 | 488 | 186 | 95 | 112 | 33 | 86 | 71
2025	489	C12916	湖北民族大学第16组	生	C12916 | 湖北民族大学第16组 | 生 | 489 | 208 | 109 | 78 | 56 | 79 | 68 | 地方专项计划
2025	489	C13816	湖北理工学院第16组	生	C13816 | 湖北理工学院第16组 | 生 | 489 | 194 | 117 | 50 | 76 | 85 | 84 | 22 | 护理类
2025	489	C11609	湖北科技学院第09组	化	C11609 | 湖北科技学院第09组 | 化 | 489 | 200 | 102 | 96 | 55 | 73 | 65 | 1
2025	490	C13107	湖北汽车工业学院第07组	不限	C13107 | 湖北汽车工业学院第07组 | 不限 | 490 | 184 | 95 | 81 | 56 | 85 | 84 | 3 | 地方专项计划
2025	491	C11606	湖北科技学院第06组	不限	C11606 | 湖北科技学院第06组 | 不限 | 491 | 195 | 99 | 116 | 42 | 70 | 68
2025	492	T95101	四川工程职业技术大学第01组	不限	T95101 | 四川工程职业技术大学第01组 | 不限 | 492 | 194 | 102 | 89 | 50 | 82 | 77 | 5
2025	492	C13108	湖北汽车工业学院第08组	化	C13108 | 湖北汽车工业学院第08组 | 化 | 492 | 213 | 118 | 86 | 55 | 73 | 65 | 地方专项计划
2025	493	C11504	湖北医药学院第04组	化	C11504 | 湖北医药学院第04组 | 化 | 493 | 186 | 95 | 85 | 59 | 85 | 78
2025	493	C12614	湖北文理学院第14组	生	C12614 | 湖北文理学院第14组 | 生 | 493 | 201 | 103 | 83 | 31 | 90 | 88 | 护理类
