教育部名单行ID,来源教育部页面URL,来源教育部附件URL,教育部名单发布日期,教育部名单截至日期,序号,省份分组,学校名称,学校标识码,主管部门,所在地,办学层次,备注,名单层级,学校名称规范键
MOESCHOOL-c1bb873eb184e42c,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,1,北京市,北京大学,4111010001,教育部,北京市,本科,,全国普通高等学校名单,北京大学
MOESCHOOL-6f016c46cef04793,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,2,北京市,中国人民大学,4111010002,教育部,北京市,本科,,全国普通高等学校名单,中国人民大学
MOESCHOOL-701a0ababe600d53,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,3,北京市,清华大学,4111010003,教育部,北京市,本科,,全国普通高等学校名单,清华大学
MOESCHOOL-29138daa3412eda2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,4,北京市,北京交通大学,4111010004,教育部,北京市,本科,,全国普通高等学校名单,北京交通大学
MOESCHOOL-43d5c31774c508a3,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,5,北京市,北京工业大学,4111010005,北京市,北京市,本科,,全国普通高等学校名单,北京工业大学
MOESCHOOL-d86949457c4cf577,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,6,北京市,北京航空航天大学,4111010006,工业和信息化部,北京市,本科,,全国普通高等学校名单,北京航空航天大学
MOESCHOOL-06d9f7f33e06840e,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,7,北京市,北京理工大学,4111010007,工业和信息化部,北京市,本科,,全国普通高等学校名单,北京理工大学
MOESCHOOL-5107a19507fc2a4d,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,8,北京市,北京科技大学,4111010008,教育部,北京市,本科,,全国普通高等学校名单,北京科技大学
MOESCHOOL-c80cc73d68af6d72,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,9,北京市,北方工业大学,4111010009,北京市,北京市,本科,,全国普通高等学校名单,北方工业大学
MOESCHOOL-3573b44ea259be16,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,10,北京市,北京化工大学,4111010010,教育部,北京市,本科,,全国普通高等学校名单,北京化工大学
MOESCHOOL-f47815360d5d3260,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,11,北京市,北京工商大学,4111010011,北京市,北京市,本科,,全国普通高等学校名单,北京工商大学
MOESCHOOL-087f89243f1739db,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,12,北京市,北京服装学院,4111010012,北京市,北京市,本科,,全国普通高等学校名单,北京服装学院
MOESCHOOL-3903b149988315d3,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,13,北京市,北京邮电大学,4111010013,教育部,北京市,本科,,全国普通高等学校名单,北京邮电大学
MOESCHOOL-bd3a9bcae005e635,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,14,北京市,北京印刷学院,4111010015,北京市,北京市,本科,,全国普通高等学校名单,北京印刷学院
MOESCHOOL-fc40f8898dd5ed1f,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,15,北京市,北京建筑大学,4111010016,北京市,北京市,本科,,全国普通高等学校名单,北京建筑大学
MOESCHOOL-779a4501c7fa1214,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,16,北京市,北京石油化工学院,4111010017,北京市,北京市,本科,,全国普通高等学校名单,北京石油化工学院
MOESCHOOL-33564f3fda0ec71d,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,17,北京市,北京电子科技学院,4111010018,中央办公厅,北京市,本科,,全国普通高等学校名单,北京电子科技学院
MOESCHOOL-d4aa2e075c5188e6,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,18,北京市,中国农业大学,4111010019,教育部,北京市,本科,,全国普通高等学校名单,中国农业大学
MOESCHOOL-f51c24683cc5aca5,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,19,北京市,北京农学院,4111010020,北京市,北京市,本科,,全国普通高等学校名单,北京农学院
MOESCHOOL-e33f0ee3aab7480b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,20,北京市,北京林业大学,4111010022,教育部,北京市,本科,,全国普通高等学校名单,北京林业大学
MOESCHOOL-7521b239f0b9ef89,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,21,北京市,北京协和医学院,4111010023,国家卫生健康委员会,北京市,本科,,全国普通高等学校名单,北京协和医学院
MOESCHOOL-7206b0372055320c,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,22,北京市,首都医科大学,4111010025,北京市,北京市,本科,,全国普通高等学校名单,首都医科大学
MOESCHOOL-35cbc0315e670d3c,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,23,北京市,北京中医药大学,4111010026,教育部,北京市,本科,,全国普通高等学校名单,北京中医药大学
MOESCHOOL-9b9389f086fc14e1,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,24,北京市,北京师范大学,4111010027,教育部,北京市,本科,,全国普通高等学校名单,北京师范大学
MOESCHOOL-d0f05882e0f4824c,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,25,北京市,首都师范大学,4111010028,北京市,北京市,本科,,全国普通高等学校名单,首都师范大学
MOESCHOOL-f3f0f8905b04b4d2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,26,北京市,首都体育学院,4111010029,北京市,北京市,本科,,全国普通高等学校名单,首都体育学院
MOESCHOOL-3273c43e329f6bb0,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,27,北京市,北京外国语大学,4111010030,教育部,北京市,本科,,全国普通高等学校名单,北京外国语大学
MOESCHOOL-af8ffe9acd2ba0da,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,28,北京市,北京第二外国语学院,4111010031,北京市,北京市,本科,,全国普通高等学校名单,北京第二外国语学院
MOESCHOOL-3799d7cb1acd24f5,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,29,北京市,北京语言大学,4111010032,教育部,北京市,本科,,全国普通高等学校名单,北京语言大学
MOESCHOOL-4db93edf16dd9298,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,30,北京市,中国传媒大学,4111010033,教育部,北京市,本科,,全国普通高等学校名单,中国传媒大学
MOESCHOOL-8560dad4f53749d2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,31,北京市,中央财经大学,4111010034,教育部,北京市,本科,,全国普通高等学校名单,中央财经大学
MOESCHOOL-fdf6289073c97b88,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,32,北京市,对外经济贸易大学,4111010036,教育部,北京市,本科,,全国普通高等学校名单,对外经济贸易大学
MOESCHOOL-e00232bf0d7b479e,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,33,北京市,北京物资学院,4111010037,北京市,北京市,本科,,全国普通高等学校名单,北京物资学院
MOESCHOOL-f0cd9d5771127df6,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,34,北京市,首都经济贸易大学,4111010038,北京市,北京市,本科,,全国普通高等学校名单,首都经济贸易大学
MOESCHOOL-93a1bc265844b640,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,35,北京市,中国消防救援学院,4111010039,应急管理部,北京市,本科,,全国普通高等学校名单,中国消防救援学院
MOESCHOOL-731d97367d2e65b9,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,36,北京市,外交学院,4111010040,外交部,北京市,本科,,全国普通高等学校名单,外交学院
MOESCHOOL-ff275ff895c717e8,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,37,北京市,中国人民公安大学,4111010041,公安部,北京市,本科,,全国普通高等学校名单,中国人民公安大学
MOESCHOOL-1ed9e928210916e2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,38,北京市,国际关系学院,4111010042,教育部,北京市,本科,,全国普通高等学校名单,国际关系学院
MOESCHOOL-66702fc4a97a1e84,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,39,北京市,北京体育大学,4111010043,国家体育总局,北京市,本科,,全国普通高等学校名单,北京体育大学
MOESCHOOL-d78792c86017378d,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,40,北京市,中央音乐学院,4111010045,教育部,北京市,本科,,全国普通高等学校名单,中央音乐学院
MOESCHOOL-88bce99c60228600,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,41,北京市,中国音乐学院,4111010046,北京市,北京市,本科,,全国普通高等学校名单,中国音乐学院
MOESCHOOL-de67104609bd2d0d,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,42,北京市,中央美术学院,4111010047,教育部,北京市,本科,,全国普通高等学校名单,中央美术学院
MOESCHOOL-a47fada89760f750,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,43,北京市,中央戏剧学院,4111010048,教育部,北京市,本科,,全国普通高等学校名单,中央戏剧学院
MOESCHOOL-d83ffb72613c07ec,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,44,北京市,中国戏曲学院,4111010049,北京市,北京市,本科,,全国普通高等学校名单,中国戏曲学院
MOESCHOOL-cae3df261ae288a2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,45,北京市,北京电影学院,4111010050,北京市,北京市,本科,,全国普通高等学校名单,北京电影学院
MOESCHOOL-ea4f984a8c4f8a05,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,46,北京市,北京舞蹈学院,4111010051,北京市,北京市,本科,,全国普通高等学校名单,北京舞蹈学院
MOESCHOOL-22957a98ec598e23,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,47,北京市,中央民族大学,4111010052,国家民委,北京市,本科,,全国普通高等学校名单,中央民族大学
MOESCHOOL-8351e1344fdd5bd1,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,48,北京市,中国政法大学,4111010053,教育部,北京市,本科,,全国普通高等学校名单,中国政法大学
MOESCHOOL-b31e7dc84d60553b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,49,北京市,华北电力大学,4111010054,教育部,北京市,本科,,全国普通高等学校名单,华北电力大学
MOESCHOOL-4433b7d51335024b,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,50,北京市,中华女子学院,4111011149,中华妇女联合会,北京市,本科,,全国普通高等学校名单,中华女子学院
MOESCHOOL-cc686873ee27e5e0,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,51,北京市,北京信息科技大学,4111011232,北京市,北京市,本科,,全国普通高等学校名单,北京信息科技大学
MOESCHOOL-574a1b0074a2a8e9,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,52,北京市,中国矿业大学（北京）,4111011413,教育部,北京市,本科,,全国普通高等学校名单,中国矿业大学（北京）
MOESCHOOL-f2afb42f27161fe8,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,53,北京市,中国石油大学（北京）,4111011414,教育部,北京市,本科,,全国普通高等学校名单,中国石油大学（北京）
MOESCHOOL-05252edc636c94e6,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,54,北京市,中国地质大学（北京）,4111011415,教育部,北京市,本科,,全国普通高等学校名单,中国地质大学（北京）
MOESCHOOL-71cb48f1b4b1e9a3,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,55,北京市,北京联合大学,4111011417,北京市,北京市,本科,,全国普通高等学校名单,北京联合大学
MOESCHOOL-6c76157932bdbfac,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,56,北京市,北京城市学院,4111011418,北京市教委,北京市,本科,民办,全国普通高等学校名单,北京城市学院
MOESCHOOL-6652e580478b19cd,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,57,北京市,中国青年政治学院,4111011625,共青团中央,北京市,本科,,全国普通高等学校名单,中国青年政治学院
MOESCHOOL-d5318953df22b5ca,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,58,北京市,首钢工学院,4111011831,北京市,北京市,本科,,全国普通高等学校名单,首钢工学院
MOESCHOOL-fa3fe147478898c4,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,59,北京市,中国劳动关系学院,4111012453,中华全国总工会,北京市,本科,,全国普通高等学校名单,中国劳动关系学院
MOESCHOOL-178379542658e999,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,60,北京市,首都师范大学科德学院,4111013629,北京市教委,北京市,本科,民办,全国普通高等学校名单,首都师范大学科德学院
MOESCHOOL-e46b466b485982ad,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,61,北京市,北京金融科技学院,4111013630,北京市教委,北京市,本科,民办,全国普通高等学校名单,北京金融科技学院
MOESCHOOL-cf37daa97a6f9795,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,62,北京市,北京邮电大学世纪学院,4111013901,北京市教委,北京市,本科,民办,全国普通高等学校名单,北京邮电大学世纪学院
MOESCHOOL-4315a037197b3b97,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,63,北京市,北京工业大学耿丹学院,4111013904,北京市教委,北京市,本科,民办,全国普通高等学校名单,北京工业大学耿丹学院
MOESCHOOL-0718239200a952e5,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,64,北京市,北京警察学院,4111014019,北京市,北京市,本科,,全国普通高等学校名单,北京警察学院
MOESCHOOL-6195862513fcd416,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,65,北京市,北京第二外国语学院中瑞酒店管理学院,4111014201,北京市教委,北京市,本科,民办,全国普通高等学校名单,北京第二外国语学院中瑞酒店管理学院
MOESCHOOL-4d2d5334e1f8649a,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,66,北京市,中国科学院大学,4111014430,中国科学院,北京市,本科,,全国普通高等学校名单,中国科学院大学
MOESCHOOL-4041eee751c0192f,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,67,北京市,中国社会科学院大学,4111014596,中国社会科学院,北京市,本科,,全国普通高等学校名单,中国社会科学院大学
MOESCHOOL-e2a6c5ad2bc2e4a2,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,68,北京市,民政职业大学,4111014139,民政部,北京市,本科,,全国普通高等学校名单,民政职业大学
MOESCHOOL-415ca60c13c4af3c,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,69,北京市,北京科技职业大学,4111010858,北京市,北京市,本科,,全国普通高等学校名单,北京科技职业大学
MOESCHOOL-0cae22de6b929929,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,70,北京市,北京工业职业技术学院,4111010853,北京市,北京市,专科,,全国普通高等学校名单,北京工业职业技术学院
MOESCHOOL-98648d4a623b5c31,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,71,北京市,北京信息职业技术学院,4111010857,北京市,北京市,专科,,全国普通高等学校名单,北京信息职业技术学院
MOESCHOOL-5bb88734cf328c0f,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,72,北京市,北京京北职业技术学院,4111011090,北京市,北京市,专科,,全国普通高等学校名单,北京京北职业技术学院
MOESCHOOL-5ee7d501387fd59a,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,73,北京市,北京交通职业技术学院,4111011092,北京市,北京市,专科,,全国普通高等学校名单,北京交通职业技术学院
MOESCHOOL-b5404f654d1c0d51,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,74,北京市,北京青年政治学院,4111011626,北京市,北京市,专科,,全国普通高等学校名单,北京青年政治学院
MOESCHOOL-7086906a4381f77f,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,75,北京市,北京农业职业学院,4111012448,北京市,北京市,专科,,全国普通高等学校名单,北京农业职业学院
MOESCHOOL-af7a61b116eea89f,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,76,北京市,北京政法职业学院,4111012451,北京市,北京市,专科,,全国普通高等学校名单,北京政法职业学院
MOESCHOOL-b72ba858029b7c63,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,77,北京市,北京财贸职业学院,4111012561,北京市,北京市,专科,,全国普通高等学校名单,北京财贸职业学院
MOESCHOOL-be451748a68af7ee,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,78,北京市,北京北大方正软件职业技术学院,4111012564,北京市教委,北京市,专科,民办,全国普通高等学校名单,北京北大方正软件职业技术学院
MOESCHOOL-0c2f1d427c2287c9,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/t20250627_1195683.html,https://www.moe.gov.cn/jyb_xxgk/s5743/s5744/202506/W020250729615142156867.xls,2025-06-27,2025-06-20,79,北京市,北京经贸职业学院,4111012565,北京市教委,北京市,专科,民办,全国普通高等学校名单,北京经贸职业学院
