未匹配校名解析ID,来源教育部学校属性逐专业核验表,来源教育部未匹配学校支持清单,来源三年投档线索旁挂表,来源期号,来源PDF_SHA256,数据阶段,主表粒度,最终可用,可进入下一阶段,专业行ID,专业组出现ID,院校代码,院校名称OCR,院校专业组代码OCR规范化,来源页码,版面列,专业组内专业序号,专业代号OCR,专业名称及备注短摘,涉及同校名专业明细数,涉及同校名专业组数,同校名来源页码集合,原未匹配疑似风险类型,历史同代码校名候选,历史候选命中年份,教育部相似校名候选,最高教育部相似度,OCR规则修正候选,候选综合等级,机器能否自动替换校名,不得进入原因,下一步核验动作
UNMATCHEDSCHOOL-859ff594edc16c58,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-ce679a98ce39a010,G-6d57b22ab9339d5f,A201,应急管理大学,A20103,57,left,1,06,供应链管理,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-9ed43f7d6a2c1c10,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-029d79d6be66a66e,G-6d57b22ab9339d5f,A201,应急管理大学,A20103,57,left,2,07,金融学,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-2fcf5cce3bfc4a87,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-bb8a222c563f4a3f,G-cfce18a4bbfe0190,A201,应急管理大学,A20104,57,left,1,08,应急技术与管理GK◎ZA专业生及专业,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-752abf9f9c770d74,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-648626affc99356c,G-cfce18a4bbfe0190,A201,应急管理大学,A20104,57,right,2,09,智慧应急,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-162408b279a36710,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f5c5790a647353f4,G-cfce18a4bbfe0190,A201,应急管理大学,A20104,57,right,3,10,安全工程,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-be7f0922a35bd6be,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-d7c4cb84480d4379,G-cfce18a4bbfe0190,A201,应急管理大学,A20104,57,right,4,11,消防工程,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-5fe930a38a2d6a49,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-562d21c34470d00a,G-7553e227902cb7e7,A201,应急管理大学,A20105,57,right,1,12,机械设计制造及其自动化,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-f543848551532126,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f157831d8ba1528a,G-7553e227902cb7e7,A201,应急管理大学,A20105,57,right,2,13,电气工程及其自动化,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-d7fad6f30ccd79a2,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-4a8d8f6ef6b400c1,G-7553e227902cb7e7,A201,应急管理大学,A20105,57,right,3,14,自动化,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-fbab0878f860d872,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-07256ee29c92a624,G-7553e227902cb7e7,A201,应急管理大学,A20105,57,right,4,15,电子信息工程,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023；2024；2025,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-1d815dc81950094f,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-ca4e72b8c00e299a,G-affd5a25218edbf3,A201,应急管理大学,A20106,57,right,1,16,计算机科学与技术,15,5,57,特殊院校或校名OCR待核,华北科技学院,2023,,,,R2-有历史同代码校名候选，需核2026是否更名或组号沿用,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-cc9942c0d164c619,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-54c5a81e2c39e6b3,G-87e19711984f2f50,A201,应急管理大学,A20107,57,right,1,17,地球物理学,15,5,57,特殊院校或校名OCR待核,,,,,,R4-暂无可靠机器候选，必须回看PDF原页和官方系统,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-6a0e837944b3400d,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-7a4db77b9d41a5d3,G-87e19711984f2f50,A201,应急管理大学,A20107,57,right,2,18,地理信息科学,15,5,57,特殊院校或校名OCR待核,,,,,,R4-暂无可靠机器候选，必须回看PDF原页和官方系统,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-f3905c4d63a8d233,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-dade77e668f21910,G-87e19711984f2f50,A201,应急管理大学,A20107,57,right,3,19,地下水科学与工程,15,5,57,特殊院校或校名OCR待核,,,,,,R4-暂无可靠机器候选，必须回看PDF原页和官方系统,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-305cd31c2b72af72,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-68825eb94d4e7a63,G-87e19711984f2f50,A201,应急管理大学,A20107,57,right,4,20,建筑环境与能源应用工程A203 中国人民警察大学（公办）（河北）,15,5,57,特殊院校或校名OCR待核,,,,,,R4-暂无可靠机器候选，必须回看PDF原页和官方系统,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-5df3c47d3799c17c,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-9a91ea76ac28b73e,G-97de87f36c6920c9,A337,复且大学医学院,A33701,62,left,1,01,临床医学（正谊明道班；学制：八年医）,6,3,62,特殊院校或校名OCR待核,复旦大学,2023；2024,复旦大学:0.73,0.73,,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-6ec441288282625b,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-b38d3260263d7d6f,G-e14e04c77cc66715,A337,复且大学医学院,A33702,62,left,1,03,口腔医学（含卓越口腔医师班；含口腔颌面外科方向；貪口腔医学-人工智能双学士学位：学制：五年）,6,3,62,特殊院校或校名OCR待核,复旦大学,2023；2024；2025,复旦大学:0.73,0.73,,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-3dffa01fea6b14d0,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-00ce84ff4816d090,G-e14e04c77cc66715,A337,复且大学医学院,A33702,62,left,2,04,预防医学（含预防医学拔尖班：含预防医学-人工智能、预防医学-公共事业管理双学士学位；学制：五年）,6,3,62,特殊院校或校名OCR待核,复旦大学,2023；2024；2025,复旦大学:0.73,0.73,,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-69f93e00ab83018e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-a8275857ff1e93ac,G-e14e04c77cc66715,A337,复且大学医学院,A33702,62,left,3,05,药学（貪药学拔尖班、药学产教融合班. 含创新药物转化方向、药品监管科学方向；含药学-人工智能、药学-经济学双学士学位）,6,3,62,特殊院校或校名OCR待核,复旦大学,2023；2024；2025,复旦大学:0.73,0.73,,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-89b6c286c5ed3b4d,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-f49696915f1a96d1,G-e14e04c77cc66715,A337,复且大学医学院,A33702,62,left,4,19,期資高院校专业组及专业,6,3,62,特殊院校或校名OCR待核,复旦大学,2023；2024；2025,复旦大学:0.73,0.73,,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-ac0d4baa67f909bc,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-071b2565f0e699f7,G-59b4624dce7b96b5,A337,复且大学医学院,A33703,62,right,1,06,护理学（含护理学卓越班，含智慧康复方息、雙康管理方向：含护理学-人工智能双学士学位）A341 上海交通大学医学院（公办）（上海）,6,3,62,特殊院校或校名OCR待核,复旦大学,2023；2024,复旦大学:0.73,0.73,,R2-历史同代码候选与教育部相似候选交叉命中,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-8899655f31ba2400,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-0f70d2e13fe24d0a,G-007b42e4252b1c92,A503,陆军工程大学,A50309,64,left,1,23,工程管理（全国人防建筑施工组织管理与监理工程师）,7,2,64,特殊院校或校名OCR待核,陆军工程大学,2025,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-e2931e297cc336d8,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-09b58526d8c946bc,G-007b42e4252b1c92,A503,陆军工程大学,A50309,64,left,2,24,建筑学（全国人防工程建筑设计工程师：学制：五年）,7,2,64,特殊院校或校名OCR待核,陆军工程大学,2025,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-d1bee3c853c29f7e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-45c1af7268bde5cd,G-ced82f17e802b126,A503,陆军工程大学,A50310,64,left,1,25,生木工程（全国人防工程建筑结构设计与施工工程师）,7,2,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-e8476de2f4d6e9b6,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-208b1b9b0c80ac91,G-ced82f17e802b126,A503,陆军工程大学,A50310,64,left,2,26,建筑环换与能源应用工程（全国人防通风空调与给排水工程师）,7,2,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-4c2a389399ddf79d,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-3afb16f2f8753191,G-ced82f17e802b126,A503,陆军工程大学,A50310,64,left,3,27,电气工程及其自动化（全国人防电力工程及自动化技术工程师）,7,2,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-00a364a91638c846,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-0d55f518926ce8aa,G-ced82f17e802b126,A503,陆军工程大学,A50310,64,left,4,28,网络工程（全国人防指挥自动化技术,7,2,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-636c9d56de76e78e,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-2514ba8b37a66ea9,G-ced82f17e802b126,A503,陆军工程大学,A50310,64,left,5,29,通信工程（全国人防通信领域工程师）A517 陆军军医大学（公办）（重庆）,7,2,64,特殊院校或校名OCR待核,,,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-98e4f85fd4e91caa,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-d5aeba595b0e0111,G-491733d18a6f60e7,A517,陆军军医大学,A51703,64,left,1,07,临床医学（仅招收普通高中应届毕业生，政治面貌须为共青团员或中共党员：学制：五年）,4,2,64,特殊院校或校名OCR待核,陆军军医大学,2023；2024；2025,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
UNMATCHEDSCHOOL-9dfc4d6071081a21,data/working/issue19-moe-school-attribute-major-detail.csv,data/working/issue19-moe-school-attribute-unmatched-schools.csv,data/working/issue19-major-line-historical-toudang-sidecar.csv,湖北招生考试2026年19期·本科普通批（下）,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_moe_unmatched_school_resolution_major_detail,逐专业招生明细,false,false,M-2ebc5d44e2081b0e,G-491733d18a6f60e7,A517,陆军军医大学,A51703,64,left,2,08,口腔医学（仅招收普通高中应届毕业生，政治面貌须为共青团负或中共党员：学制：五年）,4,2,64,特殊院校或校名OCR待核,陆军军医大学,2023；2024；2025,,,,R0-特殊院校或港澳台主体，教育部普通高校名单可能不覆盖,false,教育部名单未匹配；历史同代码和相似校名只能作为核名线索，不能自动替换2026招生计划校名,回看PDF原页校名，并用湖北官方系统、学校官网或招生章程确认学校全称、性质、校区和2026招生计划口径
