来源期号,来源PDF_SHA256,数据阶段,最终可用,源文件,院校代码,院校名称OCR,院校专业组代码OCR规范化,专业组号OCR,专业组标题OCR原文,版面列,专业代号OCR,专业名称及备注OCR,来源页码,再选科目OCR候选,专业计划数OCR候选,专业计划数OCR数字候选,学费OCR候选,学费OCR数字候选,字段完整性标记,异常规则ID,异常类型,严重程度,异常证据,核验状态,下一步
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A001,北京大学,A00107,07,A00107 北京大学第 07 组,left,45,理科试验班类（法学院；数学类）A002 中国人民大学（公办）（北京）,10,,2,2,5000,5000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A002中国人民大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A002,中国人民大学,A00209,09,AO0209/中国人民大学第 09组,right,31,理科试验班（财政学与数学创新人才班：数学与应用数学（财政金融学院财政学与数学双学位项目）；财政金融学院（财政学）与数学学院（数学与应用数学）共同培养；办学地点：通州校区）,10,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A002,中国人民大学,A00209,09,AO0209/中国人民大学第 09组,right,32,理科试验班（经济学与数学创新人才班；数字经济（经济学院经济学与数学双学位项目）：经济学院（经济学）与数学学院（数学与应用数学）共同培养；办学地点：通州校区）,10,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A002,中国人民大学,A00209,09,AO0209/中国人民大学第 09组,right,40,计算机类（图灵计算机拔尖人才班智算方向；计算机科学与技术；办学地点：中关村校区）A003 清华大学（公办）（北京）,10,,,,5000,5000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,A003清华大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,A003,清华大学,A00308,08,A00308|清华大学第 08 组,right,12,工科试验班（智能制造与装备类；机械工程（含实验班）、车辆工程）,10,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F180,华北理工大学,F18025,25,F18025|华北理工大学第25组,left,68,机械设计制造及其自动化（中外合作办学）（要求外语文化成绩不低于100分（满分150分），与德国海德堡应用科技大学合作举办，采用3+1培养模式，国内就读期间（前3年）学费25000元/年/入，国外就读期间学费约为12000 欧元/年/人录取后不允许转专业，外语教学为英语，不建议小语和考生报考，详见华北理工大学招生章F181河北科技大学（公办）（河北）,100,,12,12,25000,25000,missing_subject_candidate;tuition_over_15000,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F181河北科技大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18104,04,F18104 河北科技大学第 04组,right,04,财务管理（单色识别不全考生不予录取）,100,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18108,08,F18108 河北科技大学第08组,right,08,应用化学（不招色觉异常（含色弱、色盲）考生）,100,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18119,19,F18119/河北科技大学第 19组,right,19,高分子材料与工程（不招色觉异常（含色弱、色盲）考生）,100,化学,,,3,3,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18120,20,F18120/河北科技大学第20组,right,20,药物制剂（不招色觉异常（含色弱、色盲）考生）,100,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18121,21,F18121河北科技大学第21组,right,21,制药工程（不招色觉异常（含色弱、色盲）考生）,100,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18123,23,F18123河北科技大学第23组,right,23,计算机科学与技术（中外合作办学）（单科成绩要求：外语不低子 90院校专业组及专业代号盆：外合作院校为澳大利亚联邦大人学后外语教学为英语，非英语语种考生慎重报考.办学模式为4+0 双学悠，在河北科技太学学习四年，详情见招生章程. 单色识别不全考生不子,100,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,P181,河北科技大学,P18112,12,P18112 河北科技大学第12组,right,12,电子科学与技术,100,化学,,,3,3,missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F181,河北科技大学,F18124,24,F18124阿北科技大学第24组,left,24,软件工程（中外合作办学）（单科成绩要求：外语不低于90分：外方合作院校为澳大利亚联邦大学教学为英语，非英语语种考生慎重报者•办学模式为 4+0 双学位，在河北科技大学学习四年，详情见招生章程）F182河北建筑工程学院（公办）（河北）,101,,,,52000,52000,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F182河北建筑工程学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F182,河北建筑工程学院,F18203,03,F18203河北建筑工程学院第03组,left,09,车辆工程F183河北水利电力学院（公办）（河北）,101,,2,2,4900,4900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F183河北水利电力学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F183,河北水利电力学院,F18301,01,F18301河北水利电力学院第 01组,left,05,电气工程及其自动化F184河北农业大学（公办）（河北）,101,,2,2,5390,5390,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F184河北农业大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F184,河北农业大学,F18403,03,F18403/河北农业大学第03组,left,04,製药工程（中外合作办学）（只录取有志愿的考生，具不接受专业调剂；办学地点：保定校区）F185河北医科大学（公办）（河北）,101,化学,5,5,,,missing_tuition_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F185河北医科大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F185,河北医科大学,F18502,02,F18502/河北医科大学第02组,left,06,临床医学（5+3.一体化；不招收色盲色弱考生；办学地点：中山校区：学制：五GA◎KAZ专业线及专业代号年）F186河北北方学院（公办）（河北）,101,,,,5700,5700,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F186河北北方学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F186,河北北方学院,F18603,03,F18603河北北方学院第 03组,right,03,医学检验技术（色盲、色弱不予录取）F187 承德医学院（公办）（河北）,101,化学,3,3,5700,5700,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F187承德医学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F187,承德医学院,F18702,02,F18702承德医学院第 02组,right,02,护理学（有色弱、色盲者不予录取）F188河北师范大学（公办）（河北）,101,生物,2,2,5720,5720,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F188河北师范大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F188,河北师范大学,F18810,10,F18810|河北师范大学第 10组,right,12,软件工程F189保定学院（公办）（河北）,101,化学,10,10,10000,10000,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F189保定学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F189,保定学院,F18905,05,F18905 保定学院第05组,right,10,物联网工程F191 唐山师范学院（公办）（河北）,101,,,,4900,4900,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F191唐山师范学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F191,唐山师范学院,F19103,03,F19103 唐山师范学院第 03组,right,05,应用化学（色弱、色盲者，不能准确设兰、紫各种颜色中何一种颜色的导线、按键、信号灯、几何图形者不予录取）P192 廊坊师范学院（公办）（河北）,101,,,,4900,4900,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,P192廊坊师范学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F193,衡水学院,F19306,06,F19306衡水学院第 06 组,left,09,数学与座用数学（中外合作办学）（专业以英语教学为主，非英语语种考生请审慎填报；办学地点：滨湖校区）F194石家庄学院（公办）（河北）,102,,2,2,29000,29000,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F194石家庄学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F194,石家庄学院,F19406,06,F19406/石家庄学院第06组,left,06,思想政治教育（师范类；办学地点：南F195 邯郸学院（公办）（河北）,102,,5,5,4600,4600,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F195邯郸学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F195,邯郸学院,F19501,01,F19501|邯郸学院第01组,left,03,机械设计制造及其自动化P196 邢台学院（公办）（河北）,102,,,,5390,5390,missing_subject_candidate;missing_plan_count_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,P196邢台学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F196,邢台学院,F19605,05,F19605/邢台学院第 05组,left,05,数学与应用数学（师范类）P197沧州师范学院（公办）（河北）,102,,,,4900,4900,missing_subject_candidate;missing_plan_count_candidate;low_ocr_confidence,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,P197沧州师范学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19805,05,F19805/石家庄铁道大学第05组,right,13,金融学（不能准确识别紅、黃、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取；办学地点：龙山校区）,102,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19805,05,F19805/石家庄铁道大学第05组,right,14,财务管理（不能准确识别红、黄、绿、蓝、紫各种颜鲁中任何一种颜鱼與号线、按键、信号灯、几何图形者不予录取：办学地点：龙山校区）,102,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19805,05,F19805/石家庄铁道大学第05组,right,15,数字经济（不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取；办学地点：龙山校区）,102,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,17,士木工程（卓越计划班；办学地点：龙山校区）,102,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,18,机械设计制造及其自动化（卓越计划班；办学地点：龙山校区）,102,,,,2,2,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,2,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,19,电气工程及其自动化（卓越计划班；办学地点：龙山校区）,102,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,20,土木工程（办学地点：龙山校区）,102,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,21,工业设计（机械装备智能设计实验班；办学地点：龙山校区）,102,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,22,电气工程及其自动化（办学地点：龙山校区）,102,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,26,测绘工程（办学地点：龙山校区）,102,,,,4,4,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,4,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,29,功能材料（办学地点：龙山校区）,102,,,,3,3,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,3,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,30,自动化（办学地点：龙山校区）,102,,,,5,5,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,5,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19807,07,F19807|石家庄铁道大学第07组,right,37,电子信息工程（办学地点：龙山校区）,102,,,,5,5,missing_subject_candidate;missing_plan_count_candidate,tuition_number_le_500,学费数字疑似吞入计划数或截断,高,5,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F198,石家庄铁道大学,F19809,09,F19809/石家庄铁道大学第09组,left,51,数学与应用数学（考生高考数学成续不低于100分（满分以150分计）：办学地点：龙山校区）P199 燕山大学（公办）（河北）,103,化学,3,3,4900,4900,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,P199燕山大学,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F199,燕山大学,F19906,06,F19906 燕山大学第06组,right,34,工业工程（中外合作办学）（外语教学为英语，非英语语种考生慎报，与澳大利亚科廷大学合作项目，采取3+1模式（国内3年，澳大利亚1年））F200河北科技师范学院（公办）（河北）,103,不限,5,5,25500,25500,,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F200河北科技师范学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F200,河北科技师范学院,F20002,02,F20002河北科技师范学院第 02组,right,08,数据科学与大数据技术（在秦皇岛校区就读）F201 唐山学院（公办）（河北）,103,,5,5,4900,4900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F201唐山学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
《湖北招生考试》2026年第19期,ee61fc69389f24a9a7830167113cf0ddc0447f8fa4b2743cd3241be60a9bd86d,issue19_ocr_structure_anomaly_queue,false,data/working/issue19-full-admission-plan-major-ocr-draft.csv,F201,唐山学院,F20101,01,F20101唐山学院第01 组,right,02,软件工程F203河北金融学院（公办）（河北）,103,,6,6,4900,4900,missing_subject_candidate,major_text_embeds_other_school_marker,专业名称疑似串入下一院校,高,F203河北金融学院,needs_manual_pdf_review,回看原PDF页和相邻页，确认该专业行边界、专业组边界、计划数、学费和备注是否串行
